service_id,service_date,service_duration,service_comment,service_cashed_price,service_is_voucher,service_client_id_id,service_massage_id_id
759,2019-04-19,32,R0#êäX5xyv3eìeNnóqw1mMqZ&8oG7r&Q33hô4ZbzòxügH40pE&,164.02,t,831,3
760,2020-07-12,160,rEx4áLG%êWpKgqj38Rik0A8ëwLa7xfQéíûìNBNt&^YáúVsB5eT,105,t,765,1
761,2021-09-01,153,F1Aäé@%g&HVDl01y7ûäiRòìtz4qQëôCosKnvB$j6íí7Fâ3T1Zk,96,f,204,22
762,2022-10-15,124,U@2jB1m9KyxbYyUäuósûbCzuk&@éxWíâaf5YêïofMòzReûW4CD,88,f,111,29
763,2019-12-27,62,2Rf$3lWèìúöSGTyECûàäêyH#kZôsYáj1UïV&ö@8òIìNUtVûûpk,69.97,t,510,3
764,2023-05-23,140,YAb%RëKûQXvbïérmIa*JCWîhBDTàê6Qc@âQ&gwxu2dèdMóípv0,133,f,654,16
765,2021-05-20,92,&éëkèDSTQZs4*f20LRWIe4sàFKüFMàûBYvwZûpUiSoBaCVKëNg,145,t,284,10
766,2019-09-08,118,gévfún4baZZz^SvLtRcwcöísnJyAKDXgiCEUpî7R0#êäX5xyv3,98,t,400,21
767,2021-01-30,82,UGcJqóêHïâKógWWAtXp#S4Q9*öXTIûú2Ws2w*Eôux%NEi9YmC@,175.16,t,279,29
768,2023-11-24,86,LAéêuOkïàk%VmèhF%adQeo2kVàèóï#FSxDBôúûâwG@jYîrXûic,89,t,783,28
769,2022-02-16,105,*yúêîZóI%IoR9UâáRnU1aìTièVürííL5ó0Fô&êDKjóûUfa%í3%,119.26,f,152,8
770,2019-07-28,135,XOsvóx6D2òijgpMXà*VTbhmö&YL1ëa9äd0uèoOPp4IlBjHì@ìl,173.69,f,298,8
771,2020-12-29,135,à%dWP$ûO&WòKJ4hKdyGrEx4áLG%êWpKgqj38Rik0A8ëwLa7xfQ,58.63,f,605,30
772,2022-02-04,61,ïxQ$LgïEIrJSéOw#$@Bägtîed4@&1êhûNz3Vy6MHuAööBQì^û$,196,f,342,5
773,2023-03-19,75,tFHïaqOyámZàx#tûWXUîD8DjM4OVZLiPvûíNcéQûlîêFzôv*Y9,70.77,f,711,27
774,2020-02-12,75,YOüû7îy81EKú02BSJo^ûsI&xóefckáTá#QPëdiò@TGwèä4àöw%,76.96,f,11,22
775,2022-04-12,154,go#5czââ0&TwMuSdEdwmAoKzBLEYh7DFVqhOS1$îëY6yzw5fq3,170,f,621,12
776,2023-04-19,99,Q7v7ë*rCIN*äCjêUAàTDêüPP@mQi4LxJ29èQMBíîvPlvp9^Wnq,114.92,t,159,3
777,2023-06-18,135,Ty1û2#I7öopmuRôäEâZhnsdDôQ6bf^ai60ëuUUv9OqHoMï&ïrg,76.64,f,668,8
778,2022-05-16,89,#òmc72YpOB#OïxQ$LgïEIrJSéOw#$@Bägtîed4@&1êhûNz3Vy6,148,t,84,26
779,2021-01-06,48,KüiwePáéôè5AMs^%XûóUrA4dSWlRZdïNà88ìg2ívá0OmOíXiât,157.82,f,19,19
780,2021-04-08,73,XmSâevOèP9ò53óCéIPnPóYjeAì8uo8Uü@p5îTy1û2#I7öopmuR,91,f,32,11
781,2020-09-12,172,SìvDûTú3vîá&éëkèDSTQZs4*f20LRWIe4sàFKüFMàûBYvwZûpU,176,t,690,19
782,2019-01-18,55,jgpMXà*VTbhmö&YL1ëa9äd0uèoOPp4IlBjHì@ìlb6d*o7A@Nëw,56.33,f,937,11
783,2019-07-31,49,è3îìáfl@ûédtkSü5Wjüê@IJGP6u6äsqBHM&ûuiâ$*ú#Câö8O9l,115.15,f,144,26
784,2020-05-18,95,Të%^ïm7ì0è6TsUòôoáyëpzs$Ydrt9íY25öj*N$däëòbWía2áûl,76.16,f,346,6
785,2019-11-14,82,6sSváE%uM$xDV98mú9ág5ü3fmN@5vJEï8óöèlq*úìizqXe@îpf,194.09,f,338,3
786,2021-12-03,133,vp9^Wnq6G^b2Rf$3lWèìúöSGTyECûàäêyH#kZôsYáj1UïV&ö@8,139,f,120,7
787,2021-03-25,52,IJGP6u6äsqBHM&ûuiâ$*ú#Câö8O9lPhfKwI18à9LAéêuOkïàk%,164.91,f,397,1
788,2020-09-15,177,9gfôGgBXbQaVî1gcìxsOfEOIîínGJZëí#Vh*éWEm12z8iëjSûò,185,t,735,9
789,2023-01-05,145,sôöüëfZNâ5LJèïcó5OBréàzáìq8êeîFfA&aPüUê0îbèwrNeD70,95,f,69,28
790,2022-07-08,38,^û$àvWv^4S6îBTôWëzIVXò8zéàCNaoëH*A^Gx9Eé65P&D6á9üä,83,f,987,8
791,2020-08-04,171,qZ&8oG7r&Q33hô4ZbzòxügH40pE&è3îìáfl@ûédtkSü5Wjüê@I,153.89,f,627,20
792,2021-10-22,43,wmAoKzBLEYh7DFVqhOS1$îëY6yzw5fq3Oon^x2nNrâX9pH8s*R,73,t,375,5
793,2019-12-20,120,aFqDw3û3F$âVoJfèûe7Qgáb*7ûöKüiwePáéôè5AMs^%XûóUrA4,83,t,867,7
794,2022-10-26,87,néBFûAIéd%T^rVnlQ1O7^ä^QGèézUqcäpCêsënKBgjWkt7pâëï,99.05,f,895,5
795,2023-06-24,105,$ücPân1jUMMKS9EQüCAîLPBöEliXDìWGûbSR$%ël6èzú5SòTOE,152,t,803,11
796,2021-08-12,57,uuYòoThRnAVB%3RMfXëgütFHïaqOyámZàx#tûWXUîD8DjM4OVZ,59.77,t,831,19
797,2021-01-28,138,NrâX9pH8s*R44iiMâcHûFa5I51qFAìLôòég@#áíeBmTaMXkygR,196,t,524,13
798,2022-09-14,159,Váöâ9HIFOht5ûqpAGL^òthZ#&ó@BZT7NkkOôeJïHd7ú8K*áCäN,60,t,928,21
799,2023-11-22,39,fôGgBXbQaVî1gcìxsOfEOIîínGJZëí#Vh*éWEm12z8iëjSûòu0,159.67,f,224,12
800,2021-05-17,153,mOíXiâtèjtn7Töln4êSx0òd@H6ïúàíëQîûwZYgóòZvî95aêqüô,176.68,t,422,16
801,2023-05-31,149,Tu8NpGnLërëìîniEt#E&Sbc%*PjX1Lv6VúRzrspyöéüIhîkqvh,73,t,992,10
802,2020-03-19,116,fMòzReûW4CDBJ0o1àml$CG9úpcV7#ô6^Vì2I3gJcaFqDw3û3F$,103.41,t,278,27
803,2019-02-19,39,b6d*o7A@Nëw9#KfëDGq1RáNvnoltûfsDdc3mrcCgPMye%xh5Gt,147.16,f,477,16
804,2021-01-27,141,òZvî95aêqüôhzääTTu8NpGnLërëìîniEt#E&Sbc%*PjX1Lv6Vú,66.43,f,612,11
805,2022-04-23,128,w9#KfëDGq1RáNvnoltûfsDdc3mrcCgPMye%xh5GtsïïAPè%ô#ú,128,f,723,12
806,2020-06-12,50,OPMU$0$bxwGNRDa0néBFûAIéd%T^rVnlQ1O7^ä^QGèézUqcäpC,91,f,497,12
807,2019-05-03,89,svóx6D2òijgpMXà*VTbhmö&YL1ëa9äd0uèoOPp4IlBjHì@ìlb6,124,f,989,30
808,2023-07-02,116,5I51qFAìLôòég@#áíeBmTaMXkygRJKHQ7v7ë*rCIN*äCjêUAàT,184.87,t,860,26
809,2021-07-26,49,í&OPMU$0$bxwGNRDa0néBFûAIéd%T^rVnlQ1O7^ä^QGèézUqcä,147.65,t,944,21
810,2021-12-27,102,sxjJúW$hlDgo#5czââ0&TwMuSdEdwmAoKzBLEYh7DFVqhOS1$î,65.03,t,243,15
811,2019-05-11,105,áëúj$UíàgE$ücPân1jUMMKS9EQüCAîLPBöEliXDìWGûbSR$%ël,133,t,89,15
812,2019-08-15,111,HkU@2jB1m9KyxbYyUäuósûbCzuk&@éxWíâaf5YêïofMòzReûW4,104,f,377,7
813,2023-05-26,83,ûc*LX3IHóäaá2L&oôíwîàoiYbCCdr%ö6ë#ZxZüótè4cu4yBûjw,82.65,f,44,29
814,2021-07-03,174,JKHQ7v7ë*rCIN*äCjêUAàTDêüPP@mQi4LxJ29èQMBíîvPlvp9^,170.07,f,364,7
815,2023-06-17,53,éêuOkïàk%VmèhF%adQeo2kVàèóï#FSxDBôúûâwG@jYîrXûicTë,58.81,f,719,8
816,2022-04-03,91,HuAööBQì^û$àvWv^4S6îBTôWëzIVXò8zéàCNaoëH*A^Gx9Eé65,117.92,t,685,17
817,2022-02-28,82,ìeNnóqw1mMqZ&8oG7r&Q33hô4ZbzòxügH40pE&è3îìáfl@ûédt,105,f,784,17
818,2021-05-30,178,#òmc72YpOB#OïxQ$LgïEIrJSéOw#$@Bägtîed4@&1êhûNz3Vy6,161,f,483,25
819,2019-08-07,34,wz&ìô8#eoESAiaböhêòf8àúrüeà7òD*lì1käs@hgûû5DY0RyWh,57,f,132,23
820,2023-01-08,51,JKHQ7v7ë*rCIN*äCjêUAàTDêüPP@mQi4LxJ29èQMBíîvPlvp9^,103.34,f,414,7
821,2020-11-23,115,^YáúVsB5eTXmSâevOèP9ò53óCéIPnPóYjeAì8uo8Uü@p5îTy1û,140,f,407,25
822,2023-01-27,103,S6îBTôWëzIVXò8zéàCNaoëH*A^Gx9Eé65P&D6á9üäK7âJ@RúFF,197.33,t,375,30
823,2020-08-07,103,üLâêYíH$Hn@8TZûQm$0üOShNUöqJéK4ízxî^âCJiKôSeü$é2pi,197.53,f,310,1
824,2022-05-08,151,à3bt3xAôûvy^èFj@dnDR*hüaïgâOê6úKìödú6ìCskè0jûr9gfô,170.72,t,705,20
825,2022-03-16,78,^uqf#5ê*SîVäy0UWì7aIúBMünäG&*%Fwkwá5g8^C4û8öQJ6ZI9,80,t,366,6
826,2023-10-24,143,#awvFMQCüzmáAEò*HáZ$SqqUókPcNi%û%PFàIbTèbûoBâòämJA,99.02,t,654,12
827,2021-03-08,102,Fu$F*Tc1^AQkbJMw7WàS1stqzülxJih9rwiIlVR3kC2n@Lzycc,167.01,t,425,18
828,2023-02-24,30,F00ûöuZmXsGêGC8XSlôblfyLMdfwT4èsáä2*yúêîZóI%IoR9Uâ,131.85,f,777,1
829,2019-04-26,57,NcéQûlîêFzôv*Y9W&FdôYOüû7îy81EKú02BSJo^ûsI&xóefcká,157,f,485,23
830,2022-08-01,46,ptLowCUk7ló8ûî4ö2elMl4uIDë7éTMép&óNôypWâ9êàeé^NNLT,54,t,651,17
831,2020-04-09,101,é*e4ïi&M#cûäìaVJV1ûFéòïô0í%mfáueóm3aüYAb%RëKûQXvbï,195,t,223,29
832,2019-06-03,81,WlRZdïNà88ìg2ívá0OmOíXiâtèjtn7Töln4êSx0òd@H6ïúàíëQ,129,f,654,28
833,2022-11-13,58,@âQ&gwxu2dèdMóípv0lLèY^jnFiq^Pe2gî3YWyìwöfGfzoD^à2,194,f,793,29
834,2022-10-06,148,oJfèûe7Qgáb*7ûöKüiwePáéôè5AMs^%XûóUrA4dSWlRZdïNà88,137,f,827,9
835,2022-01-27,92,p9yN1X$NXRèuCPSó2uêû^IäiàC@#9Ar3&ê1zK9^0â3òúE2UE5L,82.21,f,48,7
836,2020-10-01,83,üYUJäà3bt3xAôûvy^èFj@dnDR*hüaïgâOê6úKìödú6ìCskè0jû,114.73,t,621,7
837,2022-12-20,30,b%RëKûQXvbïérmIa*JCWîhBDTàê6Qc@âQ&gwxu2dèdMóípv0lL,60,f,525,14
838,2020-10-12,34,n7Töln4êSx0òd@H6ïúàíëQîûwZYgóòZvî95aêqüôhzääTTu8Np,88,f,318,12
839,2021-10-25,134,ënKBgjWkt7pâëïûc*LX3IHóäaá2L&oôíwîàoiYbCCdr%ö6ë#Zx,98,t,914,17
840,2020-01-04,61,üPP@mQi4LxJ29èQMBíîvPlvp9^Wnq6G^b2Rf$3lWèìúöSGTyEC,181,f,815,24
841,2023-05-22,99,êsënKBgjWkt7pâëïûc*LX3IHóäaá2L&oôíwîàoiYbCCdr%ö6ë#,62.41,t,316,29
842,2021-05-21,47,6yzw5fq3Oon^x2nNrâX9pH8s*R44iiMâcHûFa5I51qFAìLôòég,83.92,f,786,3
843,2022-01-26,73,zú5SòTOEúûxäoyr#XZqs8é*e4ïi&M#cûäìaVJV1ûFéòïô0í%mf,145,t,840,28
844,2022-03-11,134,BJ0o1àml$CG9úpcV7#ô6^Vì2I3gJcaFqDw3û3F$âVoJfèûe7Qg,82,t,680,1
845,2020-05-01,113,ìô8#eoESAiaböhêòf8àúrüeà7òD*lì1käs@hgûû5DY0RyWh2hd,128.42,f,22,22
846,2020-06-01,121,q6G^b2Rf$3lWèìúöSGTyECûàäêyH#kZôsYáj1UïV&ö@8òIìNUt,143.76,f,870,3
847,2022-06-04,126,ïm7ì0è6TsUòôoáyëpzs$Ydrt9íY25öj*N$däëòbWía2áûlûöû1,168.55,f,688,28
848,2019-02-08,66,óEEzbFïtAl&ryâFB7WRkEakex3Lcev#3àrGû1süLâêYíH$Hn@8,70,t,402,9
849,2021-06-14,167,^b2Rf$3lWèìúöSGTyECûàäêyH#kZôsYáj1UïV&ö@8òIìNUtVûû,113,f,33,17
850,2020-02-05,133,7âJ@RúFF00ûöuZmXsGêGC8XSlôblfyLMdfwT4èsáä2*yúêîZóI,124.96,f,114,19
851,2020-02-07,149,iUás6oZRSPY&KWeHGíQVHdKrnîIöêLúhXXBBcq$ï5ä@YüYUJäà,102,t,639,10
852,2021-02-05,133,VëBú*äzD0vl*#íFXóêb46Zîö%gNûHSftaMDECK1p2è#m%DH@à%,70.91,f,29,24
853,2019-10-28,113,ïhauGáöbrPGknâèy$uáXYVôEPîkNLòWâMjQwtóOdíRämôîGHhw,99,t,712,30
854,2023-10-13,164,7âJ@RúFF00ûöuZmXsGêGC8XSlôblfyLMdfwT4èsáä2*yúêîZóI,148,t,697,10
855,2021-05-19,99,RnU1aìTièVürííL5ó0Fô&êDKjóûUfa%í3%7KPû58HYPtDúyNE3,99.4,t,754,25
856,2019-09-04,154,x2nNrâX9pH8s*R44iiMâcHûFa5I51qFAìLôòég@#áíeBmTaMXk,181,t,983,4
857,2023-04-23,153,u4yBûjwz&ìô8#eoESAiaböhêòf8àúrüeà7òD*lì1käs@hgûû5D,59,t,11,12
858,2019-04-27,81,sïïAPè%ô#úu^uqf#5ê*SîVäy0UWì7aIúBMüntûWXUîD8DjM4OV,142.63,f,262,25
859,2022-12-01,63,KófWV*Aap@ä3û9WïXSIòó1üs2v&êôuw$àDi8bmCQ&göüëeZNZ5,136,f,242,25
860,2022-07-31,48,BXbQaVî1gcìxsOfEOIîínGJZëí#Vh*éWEm12z8iëjSûòu05rRï,184,t,541,3
861,2021-07-09,153,gfôGgBXbQaVî1gcìxsOfEOIîínGJZëí#Vh*éWEm12z8iëjSûòu,197.56,t,523,30
862,2020-07-31,150,P4FPJômoHKâuó$W6Aíaî#2309jïkTtûv16sSváE%uM$xDV98mú,164,f,695,5
863,2023-07-11,61,ó^#gévfún4baZZz^SvLtRcwcöísnJyAKDXgiCEUpî7R0#êäX5x,118,t,457,19
864,2020-05-26,38,TZûQm$0üOShNUöqJéK4ízxî^âCJiKôSeü$é2pi2Oò4jzXOsvóx,92,t,652,27
865,2022-08-07,129,pkGï%0t%Ze&u@óZ36ü8AO%etur0XóbKéámsxjJúW$hlDgo#5cz,122.1,t,782,9
866,2019-01-29,30,%IoR9UâáRnU1aìTièVürííL5ó0Fô&êDKjóûUfa%í3%7KPû58HY,145,f,397,3
867,2020-05-27,65,3bt3xAôûvy^èFj@dnDR*hüaïgâOê6úKìödú6ìCskè0jûr9gfôG,86.22,t,480,26
868,2021-09-07,46,dWP$ûO&WòKJ4hKdyGrEx4áLG%êWpKgqj38Rik0A8ëwLa7xfQéí,59,f,102,17
869,2023-02-01,89,Ac@yWh2hdòytP4FPJômoHKâuó$W6Aíaî#2309jïkTtûv16sSvá,153,t,260,27
870,2022-06-12,180,%IoR9UâáRnU1aìTièVürííL5ó0Fô&êDKjóûUfa%í3%7KPû58HY,90.65,f,855,3
871,2020-06-12,129,ûjkhqàYèAWUcinü*ZM2ïb@ëe1CìpòQqMJmâkéò#òmc72YpOB#O,144.1,t,127,24
872,2023-11-01,33,Rvyèc9G5ëóúéûPâòvYXeíèXuê74üZoöîgxûòSSs7LoEmKäpäèâ,73.48,t,349,19
873,2019-05-22,147,Y0RyWh2hdòytP4FPJômoHKâuó$W6Aíaî#2309jïkTtûv16sSvá,111.87,t,172,21
874,2022-09-04,95,ZLiPvûíNcéQûlîêFzôv*Y9W&FdôYOüû7îy81EKú02BSJo^ûsI&,84.79,t,852,29
875,2022-01-09,136,Q7v7ë*rCIN*äCjêUAàTDêüPP@mQi4LxJ29èQMBíîvPlvp9^Wnq,175.79,f,11,29
876,2023-06-18,149,ûDptLowCUk7ló8ûî4ö2elMl4uIDë7éTMép&óNôypWâ9êàeé^NN,152.92,f,305,8
877,2022-03-30,179,05rRïûDptLowCUk7ló8ûî4ö2elMl4uIDë7éTMép&óNôypWâ9êà,146.46,t,394,27
878,2019-03-04,70,9ág5ü3fmN@5vJEï8óöèlq*úìizqXe@îpfí&OPMU$0$bxwGNRDa,110.3,f,178,17
879,2019-05-11,103,yv3eìeNnóqw1mMqZ&8oG7r&Q33hô4ZbzòxügH40pE&è3îìáfl@,119.45,t,641,29
880,2019-03-28,57,6D2òijgpMXà*VTbhmö&YL1ëa9äd0uèoOPp4IlBjHì@ìlb6d*o7,194.55,t,482,1
881,2023-05-20,112,ââ0&TwMuSdEdwmAoKzBLEYh7DFVqhOS1$îëY6yzw5fq3Oon^x2,138.49,f,840,17
882,2023-10-06,125,PtDúyNE3ûjkhqàYèAWUcinü*ZM2ïb@ëe1CìpòQqMJmâkéò#òmc,67,t,230,10
883,2021-11-19,109,gBXbQaVî1gcìxsOfEOIîínGJZëí#Vh*éWEm12z8iëjSûòu05rR,178,t,883,1
884,2023-02-14,153,Po7xLzV#MWPúsBOQé1sZô$GòhúA9@7*q2^ZzyI8%zY2ìóD0TC3,146,t,760,17
885,2019-02-22,107,E%uM$xDV98mú9ág5ü3fmN@5vJEï8óöèlq*úìizqXe@îpfí&OPM,174.15,f,669,25
886,2021-02-25,120,PtDúyNE3ûjkhqàYèAWUcinü*ZM2ïb@ëe1CìpòQqMJmâkéò#òmc,141.9,t,300,5
887,2019-09-25,40,áRLáo%íMîwoVY8Zúdû%LMJSlx9övtEKPBïxlô&Dì&FôX#RopSí,108,t,88,2
888,2023-12-21,46,ûhHIixBe#cAá3áeûzë9h0@3Gúp24Döú%*juKYGoghemíöl%ëäw,187,t,197,5
889,2023-03-06,83,E%uM$xDV98mú9ág5ü3fmN@5vJEï8óöèlq*úìizqXe@îpfí&OPM,113.74,f,822,18
890,2020-03-18,100,xóefckáTá#QPëdiò@TGwèä4àöw%éjóKlGEgUeâí5íhë1wSkJ$6,140.42,t,108,20
891,2022-12-07,82,uSdEdwmAoKzBLEYh7DFVqhOS1$îëY6yzw5fq3Oon^x2nNrebQ%,71.9,t,708,14
892,2022-06-23,56,LTnz#awvFMQCüzmáAEò*HáZ$SqqUókPcNi%û%PFàIbTèbûoBâò,60,t,591,21
893,2023-08-14,32,eé^NNLTnz#awvFMQCüzmáAEò*HáZ$SqqUókPcNi%û%PFàIbTèb,189,t,19,28
894,2020-12-31,96,b*7ûöKüiwePáéôè5AMs^%XûóUrA4dSWlRZdïNà88ìg2ívá0OmO,133.1,f,758,28
895,2022-06-15,77,ûédtkSü5Wjüê@IJGP6u6äsqBHM&ûuiâ$*ú#Câö8O9lPhfKwI18,178,f,308,14
896,2021-07-11,72,A@Nëw9#KfëDGq1RáNvnoltûfsDdc3mrcCgPMye%xh5GtsïïAPè,80.8,f,759,28
897,2020-04-07,127,XVxèvïeFexnB%ú0ZMFZi8êGWriPT2UôïZ7GGEMgs4òpo&FJ$ìs,70,f,439,18
898,2020-06-02,48,72YpOB#OïxQ$LgïEIrJSéOw#$@Bägtîed4@&1êhûNz3Vy6MHuA,78.06,t,117,22
899,2021-11-13,104,ïûDptLowCUk7ló8ûî4ö2elMl4uIDë7éTMép&óNôypWâ9êàeé^N,61,f,556,21
900,2022-05-11,56,U@2jB1m9KyxbYyUäuósûbCzuk&@éxWíâaf5YêïofMòzReûW4CD,97.19,f,599,30
901,2021-07-06,65,U$0$bxwGNRDa0néBFûAIéd%T^rVnlQ1O7^ä^QGèézUqcäpCêsë,182,t,726,21
902,2019-01-12,106,72YpOB#OïxQ$LgïEIrJSéOw#$@Bägtîed4@&1êhûNz3Vy6MHuA,125,t,861,19
903,2020-06-04,32,üIFrï6qay*mlàà@Iû6W4în7njö4yU9LVOórtNPá0òBî#Fìgó*8,141.03,t,406,27
904,2019-01-11,80,gfôGgBXbQaVî1gcìxsOfEOIîínGJZëí#Vh*éWEm12z8iëjSûòu,105,f,259,5
905,2019-04-29,135,U$0$bxwGNRDa0néBFûAIéd%T^rVnlQ1O7^ä^QGèézUqcäpCêsë,199,t,521,29
906,2023-04-21,155,JìrL7Gaè*CmDMâIq674%úbnWöïz5@vVbúHtxQs0HBp$ìì%Lé8Z,195,t,945,25
907,2021-08-09,43,óJèïcí4èAqjúyiìq8edîEfAWaOöUêzfbàwqMeDNGâélFHXûá@U,124,t,795,19
908,2021-01-10,69,ämJAfiUás6oZRSPY&KWeHGíQVHdKrnîIöêLúhXXBBcq$ï5ä@Yü,56,t,634,27
909,2020-08-16,33,ûoBâòämJAfiUás6oZRSPY&KWeHGíQVHdKrnîIöêLúhXXBBcq$ï,57.96,t,197,30
910,2019-07-11,44,ämJAfiUás6oZRSPY&KWeHGíQVHdKrnîIöêLúhXXBBcq$ï5ä@Yü,72.68,t,615,27
911,2019-12-01,128,à9LAéêuOkïàk%VmèhF%adQeo2kVàèóï#FSxDBôúûâwG@jYîrXû,183,t,582,18
912,2023-11-06,32,%ô#úu^uqf#5ê*SîVäy0UWì7aIúBMünäG&*%Fwkwá5g8^C4û8öQ,78.53,f,564,13
913,2023-08-30,108,#4HàqJ5Eüà^BkCLZHp453#óümVïëx38uUaíGswOrzGAn@èè#Já,73,f,255,23
914,2019-02-02,173,ööBQì^û$àvWv^4S6îBTôWëzIVXò8zéàCNaoëH*A^Gx9Eé65P&D,140.65,t,987,14
915,2023-08-17,30,NLTnz#awvFMQCüzmáAEò*HáZ$SqqUókPcNi%û%PFàIbTèbûoBâ,175.09,f,730,15
916,2020-07-09,76,nLërëìîniEt#E&Sbc%*PjX1Lv6VúRzrspyöéüIhîkqvhHkU@2j,195.97,t,335,17
917,2019-02-06,95,nKBgjWkt7pâëïûc*LX3IHóäaá2L&oôíwîàoiYbCCdr%ö6ë#ZxZ,185.3,t,391,8
918,2019-12-02,81,ööBQì^û$àvWv^4S6îBTôWëzIVXò8zéàCNaoëH*A^Gx9Eé65P&D,126,t,40,25
919,2020-01-19,45,áo%íMîwoVY8Zúdû%LMJSlx9övtEKPBïxlô&Dì&FôX#RopSíiNb,110,f,534,8
920,2019-09-30,68,áRnU1aìTièVürííL5ó0Fô&êDKjóûUfa%í3%7KPû58HYPtDúyNE,136,t,941,19
921,2021-09-01,50,nKBgjWkt7pâëïûc*LX3IHóäaá2L&oôíwîàoiYbCCdr%ö6ë#ZxZ,166,t,816,29
922,2021-05-20,38,^òthZ#&ó@BZT7NkkOôeJïHd7ú8K*áCäNáëúj$UíàgE$ücPân1j,86.93,f,561,9
923,2020-08-08,57,3fmN@5vJEï8óöèlq*úìizqXe@îpfí&OPMU$0$bxwGNRDa0néBF,91,f,435,6
924,2020-09-07,163,YUJäà3bt3xAôûvy^èFj@dnDR*hüaïgâOê6úKìödú6ìCskè0jûr,173.52,f,548,12
925,2022-12-27,131,íXiâtèjtn7Töln4êSx0òd@H6ïúàíëQîûwZYgóòZvî95aêqüôhz,113,f,383,13
926,2019-10-31,141,#QPëdiò@TGwèä4àöw%éjóKlGEgUeâí5íhë1wSkJ$6JìrL7Gaè*,98,t,189,22
927,2019-12-18,128,icTë%^ïm7ì0è6TsUòôoáyëpzs$Ydrt9íY25öj*N$däëòbWía2á,58.19,t,819,2
928,2023-04-04,84,J6ZI9QóEEzbFïtAl&ryâFB7WRkEakex3Lcev#3àrGû1süLâêYí,141,t,126,1
929,2022-02-16,82,UtVûûpkGï%0t%Ze&u@óZ36ü8AO%etur0XóbKéámsxjJúW$hlDg,200,f,545,15
930,2020-02-01,108,6á9üäK7âJ@RúFF00ûöuZmXsGêGC8XSlôblfyLMdfwT4èsáä2*y,107.09,t,979,3
931,2022-03-04,38,òämJAfiUás6oZRSPY&KWeHGíQVHdKrnîIöêLúhXXBBcq$ï5ä@Y,109.81,f,900,6
932,2023-11-11,68,pkGï%0t%Ze&u@óZ36ü8AO%etur0XóbKéámsxjJúW$hlDgo#5cz,112,f,109,22
933,2022-11-03,133,üótè4cu4yBûjwz&ìô8#eoESAiaböhêòf8àúrüeà7òD*lì1käs@,132,f,825,18
934,2019-06-17,39,6á9üäK7âJ@RúFF00ûöuZmXsGêGC8XSlôblfyLMdfwT4èsáä2*y,172.9,t,331,8
935,2022-04-12,143,7öopmuRôäEâZhnsdDôQ6bf^ai60ëuUUv9OqHoMï&ïrg$jFu$F*,140.07,f,843,5
936,2022-06-15,143,k*íulìETURâA5Ag31MSXJf5tìHLaGNèjCZDxâsqV7T$CbDWLïì,106.24,t,224,15
937,2020-10-12,84,üótè4cu4yBûjwz&ìô8#eoESAiaböhêòf8àúrüeà7òD*lì1käs@,120,f,291,18
938,2019-06-10,87,üäáqlHö^HBVâg*CSúâ4Oa9ZP^fuvs1búcLíéntykKàX%imEhp$,85.87,t,518,11
939,2022-09-08,68,AF8ínbT59î4$Tè1H2eIaöDpBu1ô2E@ZUnHdàôd6Ofûa&6òëJïh,122.69,f,494,5
940,2020-02-16,34,YUJäà3bt3xAôûvy^èFj@dnDR*hüaïgâOê6úKìödú6ìCskè0jûr,137.59,f,555,4
941,2022-04-06,165,gCr@D%Qüb$^NiV0Kt4UóQyqroxïáïGgêjpufFjS815XH8PéDCx,117.69,f,536,19
942,2021-06-05,57,g^ûUCk01y7hähQìètz4pPäôBnrKmuBTj6ké7îâ2ë0cjKk3sHCä,160,t,221,15
943,2022-01-31,169,#ò$ODúGüRàaòn*YèûkI*dgTûr5nYQROW^IVdGEéPTFcJpmêHëâ,159.01,t,90,28
944,2019-02-03,80,H$Hn@8TZûQm$0üOShNUöqJéK4ízxî^âCJiKôSeü$é2pi2Oò4jz,139.59,t,401,4
945,2020-07-10,112,czââ0&TwMuSdEdwmAoKzBLEYh7DFVqhOS1$îëY6yzw5fq3Oon^,94.7,t,286,22
946,2022-08-15,168,úêîZóI%IoR9UâáRnU1aìTièVürííL5ó0Fô&êDKjóûUfa%í3%7K,68,t,717,4
947,2020-08-02,60,üYUJäà3bt3xAôûvy^èFj@dnDR*hüaïgâOê6úKìödú6ìCskè0jû,184.33,t,333,9
948,2019-09-12,122,VoIeoi27Pgjz*7ûvKö5wePûáîèL*Mr^$XôóUrA4dSWlRYcuNàO,165,f,389,16
949,2021-08-14,32,hgûû5DY0RyWh2hdòytP4FPJômoHKâuó$W6Aíaî#2309jïkTtûv,195.26,t,419,25
950,2023-09-28,92,úêîZóI%IoR9UâáRnU1aìTièVürííL5ó0Fô&êDKjóûUfa%í3%7K,98.74,t,551,3
951,2023-05-21,36,3ûjkhqàYèAWUcinü*ZM2ïb@ëe1CìpòQqMJmâkéò#òmc72YpOB#,73,f,27,18
952,2023-03-04,96,CmDMâIq674%úbnWöïz5@vVbúHtxQs0HBp$ìì%Lé8Z6ûpQp9yN1,157,f,572,28
953,2022-11-06,66,hgûû5DY0RyWh2hdòytP4FPJômoHKâuó$W6Aíaî#2309jïkTtûv,51,f,148,13
954,2021-07-26,121,9AYS5LjjNêdIäGb6í6I&ôBûMûûíh#TéófC@öbNYlzhSKLIR8DP,51.17,f,668,12
