service_id,service_date,service_duration,service_comment,service_cashed_price,service_client_id_id,service_massage_id_id
982,2019-08-15,135,wúa6D2ûáéôìMYàtVUcûúVsY51ëXmäâdvìèPPq5JlCjIìnòóYje,90,468,40
983,2023-04-24,30,FTäAí&òyZyA7V@éEWéâü3LYâï#2àòGQdrüKCDAJ0$Hú98SBG9ó,136,287,19
984,2020-04-02,105,UZLh7vûJNcIPòíEêyzîïsXlVrEdFYOüQjêakdxJóceuSJnqôû1,77,163,32
985,2019-05-25,47,TìcäpBDûëmKuîiVét7pâSTQY*4*fI0LRWHeLràôJöîMàiYXCvZ,129,484,35
986,2021-06-23,133,Ag31MSXJf5tìGLaGNèáCZwxâäqVjTpCbDWLïOhZöibvHéücsQH,151,140,18
987,2023-11-01,35,uCnAt0êHD9XSlGcmfz5Negw%4ìtIë3tbMîôâóJ^Jp#@VêéRo^1,74,596,3
988,2019-04-24,143,âGäZJífVV**üo@ä2ò8WëWSHòí0ür1u^âîtv#úCh8alBP^fïöäe,196,170,26
989,2019-12-14,60,^Bà%Eîü9P#nRjhMxK3@è@NCíîvQmöìm&XoòjG^cfSgp3lWìòàü,141,970,35
990,2020-12-30,92,ëJUhvdOGGEM4&Lò%#WFJ$ì*fcR^éQAYäML67àf0átûzMíNI&ôY,136,681,8
991,2019-03-26,125,6Bh32NTYJg6tìHLaGOìéCZxxêärWkUpDbDXMöPiâöicwIíadtQ,77,233,48
992,2023-03-29,78,#GmP7SYôOlSzïàQgúTïpááJ2éyDê$ZBIgéîRdö#á1#4HNì35FV,115,394,15
993,2020-04-13,116,ûïKUhvdOGHEN4*Lò%$XFK%ò*gcR&íQBYëNM77èf1éuûzNóNJ*û,155,683,18
994,2020-08-07,64,Ràaòn*BèûkIsZgTûr5nYQROW^2^dGyIPTFcJpóêHëâKófWV*tX,185,536,13
995,2020-02-01,38,cUìcëpCDûënKvîjWét7pâSTQZ*4*fI0LRWIeLsèôKüîMàiYYCw,141,401,48
996,2021-11-17,144,ü0Pd@0iUúàíëQEQwBAîóòYvE9hWâqVôhzSäT$ë86èFúLSrTìên,95,377,13
997,2020-08-01,126,üvCoAt0îHD9YTmGcmg05Nehx^5ìtIë3ucNîôâúJ^Kp$@VêéSp&,184,232,20
998,2023-05-20,158,sAl&ryZFA7VQjEakdx3Lceu#2àqFû1rüKâêYéH$Hn98SZôPm$z,84,660,36
999,2019-07-19,153,ô&Cè^Eîa@Q#oRjhMyK3@ì#NCóôwQmüìm&XoòjH&cfShq4mXìòà,139,430,46
1000,2022-02-26,102,JbA3w*ôiCx^èî7@c#DR*hxyv3âìeNúópw0mMìZ&koGjr&9f2ôô,190,855,23
1001,2021-11-30,66,v6Ch42NTYKg7uòIMbHOìéDâxyêërWkVqDcEXNöPiâüjcwIíbdt,57,541,4
1002,2023-08-22,85,$*ó#Câï7N8lPhfKvI18ú8KAáâtOkëúj%VmàhE$adQen1jUàèóë,66,972,2
1003,2022-12-01,47,7ûïKViwePHIFN5*Mû^$XGK%òAgdS&íRBZëNM78èg1éuá0NóOJ*,112,941,4
1004,2023-04-06,123,0Fh^fDó6óhï2a%l3%6Jòs57HbìADnxNêJrjkhqàco*üözinü&c,165,748,31
1005,2019-12-10,167,HaSèbûoACòälJtêhUás6oZRSPX&3&2ûFíòöû1í^nféveúm4baY,166,823,49
1006,2022-01-27,42,4*f10KRVHe4ràFJöEMàûAXvvZòpUiSnBüBUKäNgYëgauGáöbrO,189,614,7
1007,2022-04-30,115,GötBm*szeôZPaä8îy82FKà03CTKo&ûtJ*yúefcláTé$RQïdiû#,156,654,11
1008,2019-09-18,149,7cîsbáj1ïïVVw@PrIpNötöûôpkGv%GAUde&BRlZ3Nx7XèT1tur,59,479,15
1009,2022-12-02,114,6fUYnTêewPìQ@ò63úDíJQoQúZkfBì8vo8Ua@p5ôUy2û3$J8üop,192,612,46
1010,2021-03-05,56,ìäISftbMEFCL2^Jè#@UDI#à^eaP%áO&WûKK55údzûsîxLéLH%î,94,977,46
1011,2023-05-16,155,dALY4JIúäaé3M*pûóxôèoiZcDDds%ü6ï$âyâüúuè4cv5yBûkxz,147,796,22
1012,2020-05-11,40,îQî8èMûafè7ûEtmò2lät#hháIiDZdSbXû3ieòzuQhGQKûúoILê,104,626,28
1013,2021-03-22,175,VMqtéï4B0èôûêúKVóqTSüîíSpW2zûUjòXbtúóNNn2Hj*hFàkàé,173,135,40
1014,2020-05-15,43,öQóöìm&*àìjGrYfSîp3lWOPMV$0$bEwHNSEaHoíZGäYIéeUU&s,156,858,22
1015,2020-12-21,123,mhDs#E^Rac%&OjW1Ku5VúRzrspxöéöHhîkqvgGkT92iA1l9Kxw,140,699,45
1016,2023-10-02,104,QvFèzPF4älmjsìâìBXWekpaAâO3öc#ïf3EûräRsNLnêlíû$ûod,80,196,40
1017,2022-12-11,157,FgBWbPüVî0gcèwrNfEOHêímGIYäé#Vh&áVDl12z7iëiRòìu05q,108,920,48
1018,2020-04-28,152,är&j%pwXD*5UOhCöibv1Jacs90ópEìzpïJYZWáF@Fl76RXîNk@,117,669,42
1019,2021-12-25,49,YL1ëa9äd1BèoòPqLJlZjáì@ìmb61XpOA#OïwQ$LfëEHrIRáNv#,73,990,18
1020,2021-06-09,107,lHü&1v&êgAw$úâ58b9BP^gvwt2YàcLíéouzkKàY%imFhp%7e1ê,127,597,4
1021,2022-05-13,176,&Galyíji9&D6émüS48â3#RMzFddGVïCúAä0ê0C9X#íFYóêb4Nâ,122,974,4
1022,2023-05-25,59,Y@^é9AYë6M7jNfdItGz6í6J&ûZrMiûói#TkúfC@öbOcmzhTóúé,177,6,29
1023,2020-08-03,175,eC@ïaNYlzhSKKIQ7COïA&âJN*ëCjgVBàUEîüQP@#ûj4úxí3QèR,136,185,47
1024,2023-11-09,45,kyDf%dBé4égä1ö#j1#5Ièq36Füà&BlwMZHqhifoóam&öëyglï^,130,430,5
1025,2020-11-26,141,1PKdVûeïrDFäöoMwôkXóv9rîUVSâB6BhK2MTXJgNtìáLaûOìjâ,175,839,14
1026,2019-04-22,51,q2^dzyJPUFc2qóDHïCKóî*WttXìnSgQm*ïATIûLeWûfösEôëüp,137,877,32
1027,2022-10-19,62,2fIbwEpCv2ôJE#ZUnIeoh16Pgiy&6ûuJö5vdOûáîàL*Lr%$Wôí,57,302,46
1028,2023-01-26,111,95aêqüûhzëäTTu9NpGnMërïìîniEt#F&Sbd%*PjX1Lv6WàR0rs,137,5,28
1029,2022-07-08,85,üê912z8iu6RrqA05qQuûâ$sL#vCU77llPôfKïId8L84tIDëOéë,53,746,4
1030,2020-06-11,77,m#f9lsT*#1PKd&ûeïrxFëöo5wûkAóvlòEUVSâB6Bh32NTYJg6t,167,71,37
1031,2023-10-22,67,%Fwkwá5g8^C5û8öRJ7ZI9QóEEzcFïtAm&ryâFB7WRkEakey3Lc,95,995,33
1032,2022-08-08,38,ôà8okü5zVnMWPúäuOQédûCôpGòôLu9@7*qeqZba28%zYeìKw0T,58,682,29
1033,2022-05-07,122,qáúyûìp7âdêEeA&aOöUêzêaàvqMdD6zCálE0*ûá9%f^GUCk01y,78,636,1
1034,2022-01-22,117,qyVíüIûôkrvhHíU@fjBem@4axYYz%SuKsQbCbuk&nJy*JCWg5B,77,45,28
1035,2022-05-01,34,CKóf&V*tXpnS3Q9*ï*SIòó1WseösEôuöpMDilYmv9rîöüëeBNZ,117,17,37
1036,2020-07-13,144,úa7E3ûééûìNYètWUcáúVsZ52ïXmëâevìèPQq5JlCkIìnòóYjeA,194,848,21
1037,2023-04-07,88,êï$3àòGResaLDEBJ1$Ià@9TCH9ú%cüO#ôN^VìJI44ícyôqêwKû,151,155,30
1038,2022-08-08,97,7X5ôoPo7xLzV@MWPúsBOQé1sZô$GòhúA9@7&q1^ZzyI8%yY2èó,114,497,36
1039,2020-10-18,165,hë2xT8JTNíqrLOûyì*â@Dàeé^674%nboWwïz5@wVzúIAyQ*0HZ,199,70,19
1040,2020-11-17,71,TT^qUm8P0N6%ûUQFèáyTpzs$Bârt9JAf6Vj*6oâäëòcWKW2HGó,125,770,14
1041,2021-04-16,125,CBîóòZwF9iXêqWûhcSä%%ël7ìzà5TrTìînûxäoyr#Xdqs8éX15,50,219,46
1042,2021-01-21,45,v6WàS0ssqyükxIig8rvhHlUR3jB2m@KyxbcFUäAó*ûyCzuk&@é,193,973,35
1043,2020-04-20,127,hPëITgucNFGDL3r3ì$n&EJ#è&eXQ%áP*XäLL6iMe0HsFy5éMI^,155,155,23
1044,2023-08-27,178,gb^ú5&8LQë69IZQuEàzPF4älmjrìâìBXWdkoaAâN3öc#ïf3Dòq,127,350,5
1045,2021-09-10,53,VòJJ44ócyôqêwKûKG$êWpífpi2PQhj0X8äwóü6D2òáéôìMAMsV,60,565,11
1046,2023-10-16,38,Ubimö&cL1ua9td1BpoòPqLélZjáì@qmb61XpOYRèïwQSófëEár,102,593,33
1047,2022-06-20,127,Jzûö7òby*úmàNnJGjXhôà8àjü4zVmL&8LûuN9IdûBFoGPôLt89,140,433,29
1048,2021-08-16,66,NWp1%czxIOTFb1póDHëCJíê&VstWèmRfPl&ï*SIòKdVûeïrDîä,108,225,22
1049,2021-02-21,38,VXoq6û^c2äg%K9aìòàöTHTzîDûèäêyá#kdôscék1öïW&ü#PûIì,91,356,24
1050,2023-01-14,80,ìüAxsi%8ûvUáYöd3WZämdKèxPcìU2AB*Hymzókj@AE7ínaT59ê,98,126,13
1051,2021-05-20,57,äpBârëmJAfiVjs6oZäëòc&KW2HGóûüû1K&nîéwêúnhYbBBcr$ï,156,684,17
1052,2020-05-01,65,sWomR2P8&ë&SHòó1VrdïrDîtöoLDhkXlv8qîïöäeAMY4KIàëbí,148,737,14
1053,2019-06-08,174,FGDM3r3ìon&EJ#èrfX9%é8*Xä5L6iMecHsFy5é6I^ôYrLhûíh@,96,30,48
1054,2021-07-25,126,ë7l2ZQvyèz8F4älmjrOâìBXWdkpaAâN3öc#ïf3xòqRRs6LnElJ,52,66,41
1055,2022-12-10,56,CmxNâIrijgpúbn*öïzhmö&bLHta9sd0Bpoìì%Lé8Z6áp@qlb61,76,955,44
1056,2023-03-31,156,bTèbäpBCòëmJuêiVás6oZRSPY&3*eHzKQVHdKràîJöêLúhXXBv,78,14,36
1057,2020-10-30,113,R$pTljOzM5$ò$OEúûxSoaûnAZqûlI*ehUir5nYûäìa^JV1GFéò,184,320,44
1058,2022-08-15,140,vhHíU@fjBem94axYYy%SuKsQbCbuk&mIx*JCWf5BDTofMQz@âû,191,421,17
1059,2022-04-07,143,KàX%imEhp%7d0êê2*VxOvTeFeynBqM1CMGâj8EHXriQT3%ôïZ7,88,55,13
1060,2022-05-20,124,sY51ëXmäâdvìèPPq5JlCjIìnòóYjeAp7B#Oïü9$LgTxHr2SéNw,156,374,1
1061,2023-02-07,38,DrN2DNHêk9FIYsjRU4&áöâ901y7ht5RqpAz4qQtôZ#sK@vBT76,62,743,46
1062,2019-05-11,32,88ìg2ívá0OúOK*áâtèjtn7TUln4ê$ü0òd@H6ïúàíëQEQwZAîóò,78,47,13
1063,2020-11-05,84,ôELkúáVgb^ó4^8LQë69IZQuEàzPF4äkljrèZìBXWdjoaAâN3öc,89,504,15
1064,2019-03-13,152,Sv2Jêr^sû&àó@f8krTs#0PKd^òâTòwEäUà5wôé*íïlòETURâu5,126,758,26
1065,2019-06-01,71,^o0$XxwG6#xW0àéByRA1Iâ%%rrVúlQeOj^S^@zOJcUìcëqCDûï,178,553,9
1066,2019-07-04,92,@óBg6ükAO%eëïûcXLX3éHúäaá2ú&ohíwgào6cbâCd&UöMëSZxd,154,573,29
1067,2020-01-13,155,#$9Bsgsê1c4@&1â4ûNF3VE5MûAAvöBòp%i#nuWB^3SNgAëgauz,181,337,28
1068,2022-07-01,153,zSB2Jê^^sû&àm@e8krT&#0PKd^òdïqwEäïo4wôk*íulìETURâA,175,98,39
1069,2023-09-12,168,mì1lät@hgûHhDYdRbXû2idòytPhGQJôóoIKâïó%WiAíXFn3419,141,8,25
1070,2021-10-25,135,7v8ïtrCIN*ëwjî^Bà%Eêü9P@nQjgMxK3@è@MCíîvPlöèl^Xnìi,129,142,1
1071,2023-12-02,146,ôóUrA4dSWlRZcëNà78èg1íuá0OmOíXiZsàjtm6Söln3êSw0ìd@,191,250,42
1072,2023-01-25,180,ûMumnktòfrCcb3lqcCfPLxe%wg4FssëëAOà$ô@ót^tpf@5ê*Rê,180,376,11
1073,2023-09-14,76,nMWPúäuOQédûCîpGòôLt9@7&qeqZba28%yYeèKw0Sv3Kîr^tä*,180,427,43
1074,2020-03-30,128,pnS3Q9*ï*SIòó1VseïrDôtöoMDhlXmv9rîöüëeBNZ5KJàïbí4N,191,732,5
1075,2022-10-03,58,MY4JIúëbé3M*pûóxôèp6ZcêDe*^üNïTâyâaúvpLdC5zCákE0*ò,144,409,16
1076,2023-04-08,173,JdûCFpzPôLtlmjsìeqBba1kpbAeOKwd$vf3Errää*Nú#î9ís%s,111,358,1
1077,2021-09-07,141,r0^wíddbjGSû@POäcgì9SFvàû3úïvpáiJJkyDf$dBé4éfä0ö#j,194,945,8
1078,2023-08-13,134,ISLáo%KMîxoVY8Cúdá%563#mx@VvuE48uUyíû*wO&zGX#@ppSí,88,316,46
1079,2022-08-15,165,ídAlSüMXkyfRIJHP6u7ë*rBHM&äBiêTAúTDêöPO9mPi3LwJ29à,183,882,18
1080,2020-06-11,53,òúYkfBì8B$PUü@%MôUyIû2SJ8üopmväôëFêZhnseEûR7cg&bj6,115,159,4
1081,2023-12-25,152,t1HBp$òò%Lé9Z7áqRq9zN1X$OYRèuDQSó3uêá^IäjèC#$9As3*,172,917,10
1082,2023-07-19,51,fIGóRVHeKroôJöîMàhYXBCcr$ï5ä#YüZUKäà3bu4xAôávy^ìFj,126,741,29
1083,2019-09-23,106,$1PKdVûeïrDFëöoMwûlXóv9rîUVSêB6BhK2NTYJgNtìáLaûOìk,183,726,17
1084,2020-11-22,103,DKióûTeü$í3%6JPû57GXOtDúxND2òjkhqàYà*VUcinö&YM1ëa9,66,196,32
1085,2020-01-01,94,ôeûZPaä8gz92Fóà03CïKo&itJXFnfgdléUé$äQïeiû#öHxqë5p,198,529,20
1086,2021-05-04,106,xDV98mú9ûg4ü3elN95vJEï8íïèlq*úìizqXe@îpfí&NOLU#z$b,71,753,12
1087,2023-10-15,167,NfdItGz6ó7J&ûZsMiäói#TkúfD#öbOcm0iTóúéä8DPvB*êíìYu,128,94,17
1088,2019-08-02,134,êO4üd$ög4yûrSSt7MoFmKä%äpe@hDs@D^Raz$&OiüHKu5UóQyq,112,633,31
1089,2020-04-13,41,LtlmjrìâìBbWdkpaAeN3wc#vf3DrqäRsNónêlíû$sod83ZrQâT,188,407,46
1090,2023-12-28,62,rwFäöo5wôk*óvlòEUUSâA5Bh32MTXJg6tìHLaGOìjCZDxêtrW7,128,721,43
1091,2020-06-17,83,t1IZp$qò^úí9d7jqRq9zNIb%ìYRèvDûSú3uîá^éäjèCSTQYs4*,178,29,40
1092,2022-02-06,116,2Nnm^w1nNqâW8pH7r&Q33hhLZbGûEü4I40qE*ìKîìég9#ûídAl,111,719,40
1093,2020-10-03,81,Ol#yïMQfLTëoHûI2áxvâ$ZAHgIêRcï@û0ng0Mì2hxVMqtév4B0,194,170,30
1094,2023-02-10,54,p452#íülUëäx38uTüíFrvOqyF*n@àà#Jû6X4ônPo7wLzV@LWPú,167,762,4
1095,2023-12-30,163,6SsqB05rRuûâ$tL#wCU87llPûfKöIe8M94uIDëOíïàk%&óèhFp,59,289,11
1096,2019-03-10,114,a1ûe#I7öàèóïRFSxâBôúûâwô@jbîraûi0ëëU^ï9OìHèMTsïòôo,141,509,5
1097,2023-02-02,131,íXid*è7tn6Tö9n4êSx0ò1@H6ïnoltQîûDZYgmrcCîP5ae%üh5z,71,293,37
1098,2019-04-20,95,t*ïïBPè%û#úuVu^3R6îASîWëzHUXò7yéúCMünäG&*%Fw8Dá54P,88,838,49
1099,2021-09-22,90,ëxúa7E3ûéíûòNBNtW^ZáàWsZ6eïXnëâewììQ9ò5KóDéIPoòúYk,192,1,8
1100,2019-04-20,100,ä&^YHM&ûBieT*úSCâöOO99òh3ówé1PàPLAéêuìkuo8UVmp5î%a,157,157,7
1101,2019-02-12,153,$3àòGResaLDEBJ1$Ià@8TCG9ú%cüO#ôN^VìJI34ícxôqêwKûKF,83,505,6
1102,2019-11-08,171,Teü$k2$6Jìû47GaOsCmxNâIrijhpúXà*üUbhmö&bL1ta9td0Bp,89,735,13
1103,2021-11-29,117,KûàpJLêöú^XjBóYGo452@lülUëäw37tTüéFrvNqyFWm9oà#éû6,97,984,25
1104,2019-01-21,100,yL4#ì#NDóôwQmüìm&YoòjH&cgShq4mXìòèü%HU0FEáìëîzI$lâ,87,216,46
1105,2020-05-03,129,fsDdb3mqcCgPMye%xh5FtsïïAPà%ô#úu^uqf@5ê*SîVäy0UWì7,91,222,32
1106,2019-10-23,163,Zúdû%LMJSlx9övtEKPBïxlô&Dì&FôX#RopSíiNbLh#ò$ODúGüR,77,105,25
1107,2023-02-22,75,c%ìcëqvEûïn4vîj&íukìDSTRZ*4Ag21LRWIf5sèGKüFNàiBYCw,55,480,30
1108,2020-08-12,175,6wKzV@LVPúsANQé0rZî$Fìgó*896&p1%YyxI7$yX1èíC0SB2Jê,182,801,50
1109,2021-11-26,49,ïwàuëdE1wmA$ó0Zúîci7êôüqhPä1TgëY6FGDL3r3ìon^EI#ère,63,131,19
1110,2023-01-15,132,bQUjPXasLóM6ú2zá*ôFMkMáVgb^ó4rk4Që6l1ZQuyàz8F4äklj,109,784,43
1111,2020-06-22,132,qéjKKlzEg%eCí5ígë1ü$k2$6Iìr46Gaè*CmwMâIqijgpúbn&öï,162,901,27
1112,2019-03-11,98,F5@vVzóáAxP*0HY$#qqTókPcNi%Q%9yNHaSèbûoACòälJtêiUá,169,48,8
1113,2022-02-26,66,E^Ra0%&OjaHLu5VúRzrspyöjwHhg7qvgGkUQ2iA1l9KxxbbFTä,163,323,30
1114,2020-11-24,174,y2oOûêAmqIltA#h4áá5DZ1RzXiJi1rFuP5GQJôm$IKêvmUX6Aí,200,657,14
1115,2019-10-10,49,FèzPF4ëlmjsìâìBXWekpbAâO3öc$ïf3EûräRsNLnîlíû%äod94,82,12,38
1116,2022-10-31,52,zhSKLIQ8CPïA&âJN*ëDjgVBàUEîüQP@#ûj4àxó3RèRMCíîvòmw,111,10,38
1117,2020-08-12,38,óíovzlLèY^jnFiq^8e1îî3AWyOwUfGfyoCrN2DNGâk9FHYsjRU,166,73,36
1118,2020-06-01,102,KViwePHIFN5*Mû^%XGL%òAgdS&íRBZëNM88èg1íuá0OóOK*ûZs,169,878,6
1119,2021-01-14,174,hemíVí%ëRöfjä$üIyrï6qay&mlúMnIôiWgîú7niö3yUmLVOóût,83,963,9
1120,2019-07-07,77,àòj0rYf#ôqgó*OPNV$0%cyxHNSEb1oíCGäBJée^U&sVomR2P8&,97,254,29
1121,2019-09-22,133,òxySUè5üGíAKïlòE%^#Duiuô3e6$A3î6ëOH5XG7OéCCxaDär&k,197,981,28
1122,2019-06-14,133,ûä2*yúêîZóI%IoR9UâáRnU1üìSièVürííL4ó0Fô&êDKjóûTfa%,103,900,46
1123,2021-11-21,113,Xn@oè#éû6b4gnPo7wLGü@úWPúsAèQé1sZî$ûòhúAPQNWq1^dzx,170,734,5
1124,2021-01-26,79,ïôzé%leûudíl3üüX*a$RäJòPWvaëármIü&ICVêgACTàê5Pb9ZQ,107,146,1
1125,2022-08-17,47,rêwKáKG$êWpífpj3PQhk0X8äwúü6D2òáéôìMANsV%YûúVsY5eë,50,181,44
1126,2021-06-10,71,&1v&êgAw$úê58b9CP^gvwt2YàcLóéouzlKàY%inFip%7e1êê2A,58,901,5
1127,2023-07-19,171,KZâXéG#Hn98SYôPm$zöNRgMUïpIáJ3ézxî%âCJhJîSdö#á2oh1,195,688,41
1128,2019-12-12,143,U9LVOórANPá0rYî#Fìgó*896&p0%YyxH7$xX1àíCzRB2Jê^^ss,194,488,15
1129,2019-07-05,122,éAûGNlNéWhc&à6sl5Sï8m3âRwzè09G5ëmnksPêòCYXelpbBêO4,77,414,35
1130,2022-06-29,76,aâVLëè4Yv5yBGéwz&PGk#âpF$uábcühîQî8NMòaeà7QDtóì1íä,196,611,1
1131,2023-02-09,40,#QsJqOüuüäáqlHw^HBVef*CSmâ4Oy9YìU2uvs1búcLkántykKn,108,574,19
1132,2022-01-07,54,C$PVa#%MôUzIä3TJ8üpqnvëûëFêâhoteEûR7cg&bj7HïuüVwRP,145,430,29
1133,2023-02-03,168,îqâvJûJF$âVoéeoi2OQgjzW7ûvóü6C1òûáîèL*MsV%XôóUrX4d,56,167,29
1134,2020-10-09,39,wîàniYbCCcr%ö5ë#ZxZöótà3bu4xAôjwy^ìô7#doESAiaböhêò,181,856,42
1135,2020-07-20,147,83tHCä6áäújo^íàgxoVc8ândá%LMKS9x@üvuEKPBöylû*Dì&Gô,160,484,25
1136,2020-12-27,84,DptLowD^k7óó9Gî4V2âlMl4uIxT8JTNíq&LNûypXâ@Dàeé^674,195,975,20
1137,2022-08-19,95,ïId7ú8KAáCäNéëúj$VóàgE$ücPân1jUMNKS@ERüCBîLQBöFliX,190,953,12
1138,2022-01-17,140,EòWHûcTS%qTm7P0N6%ûUPFàáySozs$Aâqt9JAe5Uj*6oZûäòbV,107,556,15
1139,2022-01-01,98,ähtFed5nseEhRNzg&yj6HvuööCRì^á$èv*wrh$7ôBTûXï02VYû,56,815,30
1140,2022-07-15,124,íàDèaoëHXYVûx9Ek65QWêMj9xäKOeJRäúGô00ûüuZnXtGeHâPb,66,649,38
1141,2021-11-21,43,9oà#éû6a4gnOn7wLFö@úVPúsAèQé0rZî$ôìgó*PQNWp1%cyxIO,105,455,26
1142,2021-05-08,74,00eâ1WöwàuëdF1xmB%ú0Zúôci7êôariPë2TgïY7FGDM3r3ìpn&,184,359,28
1143,2021-07-16,85,P4GQJôm$IKâvmTW6Aíbô#3419kv8TtsC27sSwáî^uM%xEV98nn,198,547,33
1144,2019-01-16,167,izëäT%ï9NìGàMTrïòîniEë$F&SYd^*PéX2Mö6WM#cstqyüíüIû,164,210,1
1145,2023-01-12,112,îûDdYfmqcCgP5ye%xh5FtsëTuPàpônúë^uqf@5êtSîVäb0UWìj,160,276,36
1146,2020-12-26,161,Bc^$ïLäRYwYïísnJbA3xAôiCx^èî7@d#DR*hxyv3âìeNúóqw1m,190,514,20
1147,2023-11-09,47,PVâMi8wäJOdJQûmFîG0ôvtY@W&FeGZOaä8îyleyKú0fvTKorût,134,948,38
1148,2023-08-20,43,ún5bbZZ0^TvLtRcxcöítoKzAKEXhiCEVpô7R1#êäX5xyv4eìeN,125,129,49
1149,2019-10-08,50,J*ûZsNjäói#UkúfD#öcOdm0iTúàíä9EQwBAêóìYvE8hWâpVôhb,155,13,31
1150,2019-12-15,54,Qd#êR*hxyv3eìeNúópw1mMìZ&koGjr&Pf2hô4ZXzòxügHg0pD&,108,548,31
1151,2019-06-21,163,kpbAeOKwc$vf3Errää*Nú#î9ís%sod94â&QâUûxySVè5üGíAKï,78,968,4
1152,2022-12-05,36,ûMumnksòêòCcXflqbBfO4xd$wg4FssëStOàoîmóä%tpe@4âsRê,170,458,9
1153,2022-11-14,158,Aïxkô&Cè^Fîa@Q#oRkiNyL4#ì#NDóôwQnüìm&YoòjH&cgShq4m,72,233,16
1154,2023-07-16,122,WuuYìoThRmAöAUJäMfXäfütFûïaqNEjmZàw@sôVWTîCOâjLKìU,161,28,45
1155,2022-09-29,119,*Eôux%NEi9YnC@sôöüëfZNâ6LJèïcó5OBréàzáòq8êeîFfB&bP,181,611,32
1156,2019-03-15,134,h1hdìytP4FPIîmnHJâuó$W6*éaî@2309jïjSsòv16sRváD%uM$,79,429,10
1157,2021-09-15,108,ê%Aà$DêV9PmmQágLüJf9è@MBíEïPíöèl^WúìiG^beRîp3kWNOM,90,73,40
1158,2021-05-05,116,PTiOWaûKó55údzûsîxLjLáUgXqógqk4Qäil1YPuxàb8E3äéíûò,72,766,40
1159,2019-12-06,88,ewòìQ@ò6KúDíJQoûúZkfBì8C$PUa@%MôUyIû3TJ8üppnväôëFê,82,762,4
1160,2021-01-28,165,%àcoXüöz6@wWcúIuyQt1ICp$òò^Lí9Z7áqRq9zN2Y%OYRèvDQS,166,264,49
1161,2020-03-18,30,èXuD7gVZoUîgxQòR#û75àEóKRpRàâlgCû@wp9Vb#q7ûVz3ä4%K,160,521,39
1162,2021-03-02,45,âXéG#HnQ8SYôPmSzöàRgúUïpéáJ3ézDî%âCJhíîSdö#á1$5INò,125,853,33
1163,2021-09-12,153,íY36ükAN$eäëòcWóa3áûmûüá2ó&#gíwfàn5cbZZ0&TvMtScxdö,107,718,18
1164,2023-11-06,162,u2ZèdMóíov0lLèY^jnFiq^8e1îî3AWyPwUfGfzoCrN2DNHêk9F,110,484,30
1165,2019-05-01,100,7ïPI5YH8PíDDyaEës*l^qxZEA6VQjDüjdx2Kbeu#2úqFò0rüKZ,198,342,49
1166,2022-08-25,112,1z7häiRòìtz4qQëôCosKnvCTj6kí7ôê3ï1dkLk3tHCä7éSLáo^,93,119,50
1167,2021-11-08,51,zXOsvóü6D2òááôèMXàsVTbûóUrY41ëWläZduèàOPp4IkBjHèmì,137,526,30
1168,2019-01-01,127,32N$A3î6ëìH5XG7OéCCxxêärWkUpDYD*6UPiâöicwIJadtQ1óp,108,511,28
1169,2021-06-10,52,MYgJIúSXJfMtpûKaôNèjZZDDes^ü7ï$âbâWLïì5dv5zCáéx0*ò,163,608,5
1170,2023-02-18,53,Mö7XN$dturzaóaJáûlswiIóV#gkCfn#LbycZ0VTvútäcDcvl*#,200,535,41
1171,2022-05-15,161,e3XCSmdLOyPYìU2BC*Ibnzókj#AF7ínbT59ê4$TN1HeeIXöDèB,171,682,39
1172,2020-05-14,31,Nt&%YûúVsB5eTXmSâdïOè89ìh2óvé1PnPóYjâtèkun7Tümo4îT,109,596,36
1173,2023-04-03,88,ifUAúTDêüPO@@òi4úwí2QàQMBíêuìlvo8UWnp5ô%b2ûf$J8üèì,199,474,42
1174,2022-08-29,160,éu3AzàghenJVí%SRüfkä$VJyòï6ìaysúmMMn2Gi*gEú7újö4b^,141,533,30
1175,2023-06-10,40,Fàáyëpzs$Yâqt9íAe5öj*N$däëòbWKW2áGíûöû1ó^ngévfún4b,114,850,39
1176,2021-06-03,68,$9Asgsê1c3@^0â4òMF2UE5MôA*vïBòo%h#nuVB^3RMfAëgützH,192,900,12
1177,2021-02-11,102,òuíï4B0èôûêàK&KqT#WîíTpW3cûVkòXbtúúN7à2HáAôFMlàéVh,157,691,27
1178,2020-04-15,118,YoòjH&cgShq4mXòòèü%IU0FEáìëîzI$lâûtZílfVö**ao@ä2ò8,124,122,21
1179,2019-05-09,33,jKj3sHvR6HRLáo%JMîwnVY8Cócû%452#lx9VutE38uUxíô&wO^,126,124,22
1180,2019-12-31,123,7zzx5fr3Ppn&y2oOrêY@qI9tAR54ijMêcHäGb5J61rFAòLûûíh,136,44,17
1181,2020-03-18,71,ZA5AgJ1MSXIfMsèûKüôNèjZZDwâs^V6T$CaâWLïè4Zv5yBHéxz,107,536,14
1182,2020-08-17,111,Yâë#2úòFQdrüKCDAJ0#Hú98SBG8ó$böN@îM%UìII33íbxîpâvJ,158,675,9
1183,2023-07-17,97,G0ûwAZ@X*GeûZPaä8ôz92FLà13CTKp&ûtJ*yúfgdléUé$RQïei,104,349,23
1184,2022-07-08,65,oGòôLt897&pdqZba18$yYeèKw0Sv3Kêr^sä&èú#f9lsTs#1PKd,185,220,5
